test_number,evaluation_time_seconds,cores_used
1,0.152146,14
2,0.165521,14
3,0.160326,14
4,0.155222,14
5,0.152864,14
6,0.157778,14
7,0.160429,14
8,0.157333,14
9,0.156050,14
10,0.154633,14
11,0.157751,14
12,0.155308,14
13,0.163976,14
14,0.155444,14
15,0.164380,14
16,0.162112,14
17,0.157234,14
18,0.156149,14
19,0.156437,14
20,0.154082,14
21,0.153999,14
22,0.157275,14
23,0.161433,14
24,0.154854,14
25,0.164416,14
26,0.151312,14
27,0.153356,14
28,0.157328,14
29,0.153653,14
30,0.155258,14
31,0.150889,14
32,0.152702,14
33,0.152201,14
34,0.156442,14
35,0.161336,14
36,0.157506,14
37,0.153344,14
38,0.150541,14
39,0.156499,14
40,0.152920,14
41,0.154345,14
42,0.154340,14
43,0.158889,14
44,0.153976,14
45,0.155549,14
46,0.159942,14
47,0.161279,14
48,0.154449,14
49,0.155550,14
50,0.156762,14
51,0.152002,14
52,0.158898,14
53,0.154256,14
54,0.153611,14
55,0.153001,14
56,0.157913,14
57,0.153008,14
58,0.152403,14
59,0.152193,14
60,0.152183,14
61,0.151966,14
62,0.155403,14
63,0.155834,14
64,0.151804,14
65,0.159383,14
66,0.156448,14
67,0.158833,14
68,0.153991,14
69,0.162995,14
70,0.154446,14
71,0.151038,14
72,0.154879,14
73,0.155910,14
74,0.159679,14
75,0.152584,14
76,0.152162,14
77,0.152177,14
78,0.152015,14
79,0.151103,14
80,0.154180,14
81,0.153145,14
82,0.155739,14
83,0.155385,14
84,0.154519,14
85,0.149936,14
86,0.156082,14
87,0.156023,14
88,0.156300,14
89,0.147662,14
90,0.160522,14
91,0.152803,14
92,0.156590,14
93,0.151811,14
94,0.152021,14
95,0.152504,14
96,0.152141,14
97,0.154399,14
98,0.161037,14
99,0.154716,14
100,0.154981,14
