test_number,evaluation_time_seconds,cores_used
1,1.008717,1
2,1.099883,1
3,1.062136,1
4,1.030751,1
5,1.015509,1
6,1.048295,1
7,1.065631,1
8,1.042930,1
9,1.038764,1
10,1.027175,1
11,1.045970,1
12,1.030624,1
13,1.091730,1
14,1.035099,1
15,1.095100,1
16,1.085177,1
17,1.054855,1
18,1.039733,1
19,1.042958,1
20,1.028301,1
21,1.026259,1
22,1.047800,1
23,1.075868,1
24,1.030973,1
25,1.096363,1
26,1.009161,1
27,1.032236,1
28,1.067884,1
29,1.044978,1
30,1.053098,1
31,1.024286,1
32,1.041869,1
33,1.033914,1
34,1.053373,1
35,1.088315,1
36,1.062695,1
37,1.036198,1
38,1.015641,1
39,1.054949,1
40,1.030487,1
41,1.040106,1
42,1.039710,1
43,1.070135,1
44,1.038932,1
45,1.045752,1
46,1.076709,1
47,1.085672,1
48,1.039125,1
49,1.046876,1
50,1.057120,1
51,1.026807,1
52,1.070193,1
53,1.038064,1
54,1.021720,1
55,1.032902,1
56,1.065857,1
57,1.033154,1
58,1.028448,1
59,1.027898,1
60,1.027577,1
61,1.026582,1
62,1.051990,1
63,1.054442,1
64,1.025563,1
65,1.077093,1
66,1.058055,1
67,1.072378,1
68,1.042114,1
69,1.102148,1
70,1.042476,1
71,1.019496,1
72,1.046234,1
73,1.064727,1
74,1.089869,1
75,1.042636,1
76,1.038176,1
77,1.038995,1
78,1.035642,1
79,1.028063,1
80,1.046191,1
81,1.040099,1
82,1.060785,1
83,1.055488,1
84,1.049766,1
85,1.019179,1
86,1.063428,1
87,1.059240,1
88,1.061066,1
89,1.005593,1
90,1.090867,1
91,1.040077,1
92,1.062584,1
93,1.032373,1
94,1.031389,1
95,1.029957,1
96,1.029724,1
97,1.041449,1
98,1.085795,1
99,1.044082,1
100,1.051626,1
