test_number,evaluation_time_seconds,cores_used
1,0.339152,8
2,0.367655,8
3,0.355103,8
4,0.345606,8
5,0.340926,8
6,0.351756,8
7,0.357675,8
8,0.350252,8
9,0.348239,8
10,0.344840,8
11,0.351091,8
12,0.345553,8
13,0.365760,8
14,0.347259,8
15,0.367067,8
16,0.363385,8
17,0.353164,8
18,0.348717,8
19,0.349190,8
20,0.344497,8
21,0.344669,8
22,0.350879,8
23,0.360951,8
24,0.345500,8
25,0.368145,8
26,0.339545,8
27,0.346746,8
28,0.358401,8
29,0.351109,8
30,0.353020,8
31,0.342721,8
32,0.348257,8
33,0.344267,8
34,0.351864,8
35,0.363634,8
36,0.352929,8
37,0.345882,8
38,0.338412,8
39,0.351621,8
40,0.345203,8
41,0.347575,8
42,0.348380,8
43,0.358860,8
44,0.348190,8
45,0.351836,8
46,0.361149,8
47,0.364109,8
48,0.348560,8
49,0.350774,8
50,0.353834,8
51,0.343444,8
52,0.358449,8
53,0.347680,8
54,0.344071,8
55,0.347546,8
56,0.358594,8
57,0.346835,8
58,0.344034,8
59,0.344936,8
60,0.344883,8
61,0.344621,8
62,0.352165,8
63,0.353275,8
64,0.343859,8
65,0.361348,8
66,0.353657,8
67,0.337720,8
68,0.329158,8
69,0.348114,8
70,0.328245,8
71,0.320972,8
72,0.328261,8
73,0.334704,8
74,0.346121,8
75,0.328068,8
76,0.325875,8
77,0.327340,8
78,0.326800,8
79,0.325551,8
80,0.329369,8
81,0.326093,8
82,0.332332,8
83,0.331526,8
84,0.331622,8
85,0.321737,8
86,0.331750,8
87,0.330282,8
88,0.333618,8
89,0.314668,8
90,0.340776,8
91,0.326149,8
92,0.348966,8
93,0.326032,8
94,0.326536,8
95,0.323976,8
96,0.321473,8
97,0.325904,8
98,0.339781,8
99,0.328353,8
100,0.326533,8
