test_number,evaluation_time_seconds,cores_used
1,0.227227,9
2,0.247219,9
3,0.239169,9
4,0.231169,9
5,0.228100,9
6,0.235027,9
7,0.238497,9
8,0.234106,9
9,0.233143,9
10,0.230700,9
11,0.234610,9
12,0.231591,9
13,0.244849,9
14,0.232532,9
15,0.245912,9
16,0.243348,9
17,0.236573,9
18,0.233582,9
19,0.234140,9
20,0.230538,9
21,0.230633,9
22,0.234889,9
23,0.241339,9
24,0.231676,9
25,0.246726,9
26,0.226604,9
27,0.231288,9
28,0.239136,9
29,0.234381,9
30,0.236177,9
31,0.230840,9
32,0.234920,9
33,0.232913,9
34,0.238031,9
35,0.244880,9
36,0.240153,9
37,0.233457,9
38,0.226784,9
39,0.235408,9
40,0.230046,9
41,0.232360,9
42,0.231965,9
43,0.238607,9
44,0.231992,9
45,0.234874,9
46,0.241763,9
47,0.243576,9
48,0.233356,9
49,0.234405,9
50,0.236761,9
51,0.229946,9
52,0.239983,9
53,0.232828,9
54,0.228910,9
55,0.232252,9
56,0.239565,9
57,0.232056,9
58,0.231139,9
59,0.230835,9
60,0.231036,9
61,0.230906,9
62,0.236042,9
63,0.236740,9
64,0.230324,9
65,0.241540,9
66,0.237326,9
67,0.240908,9
68,0.234417,9
69,0.248184,9
70,0.235306,9
71,0.229966,9
72,0.235437,9
73,0.240030,9
74,0.245794,9
75,0.234836,9
76,0.233347,9
77,0.234106,9
78,0.233248,9
79,0.231813,9
80,0.236088,9
81,0.234620,9
82,0.239111,9
83,0.237788,9
84,0.236430,9
85,0.229287,9
86,0.238753,9
87,0.238623,9
88,0.238807,9
89,0.226369,9
90,0.245559,9
91,0.234218,9
92,0.239515,9
93,0.232510,9
94,0.232605,9
95,0.232284,9
96,0.231980,9
97,0.235089,9
98,0.246425,9
99,0.237610,9
100,0.238486,9
