test_number,evaluation_time_seconds,cores_used
1,0.218167,27
2,0.174394,27
3,0.171249,27
4,0.166856,27
5,0.163979,27
6,0.168459,27
7,0.170931,27
8,0.166928,27
9,0.166025,27
10,0.165524,27
11,0.167686,27
12,0.165350,27
13,0.173856,27
14,0.165031,27
15,0.173456,27
16,0.173091,27
17,0.168389,27
18,0.165987,27
19,0.167201,27
20,0.164718,27
21,0.163557,27
22,0.166416,27
23,0.170569,27
24,0.163517,27
25,0.173132,27
26,0.161377,27
27,0.164352,27
28,0.168500,27
29,0.165994,27
30,0.166969,27
31,0.163658,27
32,0.165479,27
33,0.169310,27
34,0.166398,27
35,0.171393,27
36,0.168558,27
37,0.164812,27
38,0.161302,27
39,0.167273,27
40,0.163893,27
41,0.165600,27
42,0.166216,27
43,0.170657,27
44,0.165425,27
45,0.167269,27
46,0.271607,27
47,0.319337,27
48,0.307611,27
49,0.309347,27
50,0.311672,27
51,0.304407,27
52,0.315109,27
53,0.307636,27
54,0.302988,27
55,0.306229,27
56,0.314544,27
57,0.306187,27
58,0.305098,27
59,0.304744,27
60,0.305386,27
61,0.304913,27
62,0.309877,27
63,0.311572,27
64,0.304588,27
65,0.316372,27
66,0.312016,27
67,0.316327,27
68,0.307538,27
69,0.312021,27
70,0.159368,27
71,0.156072,27
72,0.160202,27
73,0.163422,27
74,0.166699,27
75,0.159984,27
76,0.159663,27
77,0.159345,27
78,0.159152,27
79,0.158299,27
80,0.161258,27
81,0.160395,27
82,0.163269,27
83,0.162422,27
84,0.161272,27
85,0.156931,27
86,0.163674,27
87,0.163581,27
88,0.163596,27
89,0.155755,27
90,0.167797,27
91,0.160602,27
92,0.164279,27
93,0.159516,27
94,0.695202,27
95,0.364363,27
96,0.284370,27
97,0.358672,27
98,0.347738,27
99,0.368829,27
100,0.332299,27
