test_number,evaluation_time_seconds,cores_used
1,0.654631,21
2,0.410503,21
3,0.396543,21
4,0.384824,21
5,0.378596,21
6,0.391032,21
7,0.397338,21
8,0.389182,21
9,0.387168,21
10,0.383171,21
11,0.389340,21
12,0.384792,21
13,0.406297,21
14,0.385886,21
15,0.408405,21
16,0.401068,21
17,0.389596,21
18,0.384304,21
19,0.385785,21
20,0.379648,21
21,0.379415,21
22,0.387540,21
23,0.398573,21
24,0.382034,21
25,0.406387,21
26,0.373964,21
27,0.381459,21
28,0.394698,21
29,0.387184,21
30,0.389979,21
31,0.379064,21
32,0.385677,21
33,0.381256,21
34,0.388373,21
35,0.400579,21
36,0.391868,21
37,0.382278,21
38,0.374074,21
39,0.388903,21
40,0.379987,21
41,0.383946,21
42,0.384044,21
43,0.395199,21
44,0.383984,21
45,0.386630,21
46,0.397913,21
47,0.401259,21
48,0.383850,21
49,0.386440,21
50,0.390260,21
51,0.379012,21
52,0.395618,21
53,0.383680,21
54,0.378299,21
55,0.384585,21
56,0.396854,21
57,0.384623,21
58,0.383137,21
59,0.382484,21
60,0.382623,21
61,0.382379,21
62,0.391037,21
63,0.392129,21
64,0.381233,21
65,0.400585,21
66,0.392783,21
67,0.398534,21
68,0.387510,21
69,0.410702,21
70,0.389251,21
71,0.381222,21
72,0.390530,21
73,0.397238,21
74,0.406794,21
75,0.388769,21
76,0.386849,21
77,0.387269,21
78,0.386168,21
79,0.382896,21
80,0.390219,21
81,0.388089,21
82,0.395540,21
83,0.393268,21
84,0.391021,21
85,0.379847,21
86,0.396082,21
87,0.394522,21
88,0.395861,21
89,0.374706,21
90,0.406071,21
91,0.387552,21
92,0.395373,21
93,0.383695,21
94,0.384147,21
95,0.383946,21
96,0.383504,21
97,0.388220,21
98,0.404947,21
99,0.389612,21
100,0.391376,21
